company_name,source_title,source_level,source_type,source_url,source_date,last_checked,evidence_use,confidence,notes
仙工智能,仙工智能 目标场景与客户类型复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙工智能,仙工智能 技术路线和软件栈复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙工智能,仙工智能 商业化阶段复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙工智能,仙工智能 量产、交付和收入边界复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 公司库主来源,B,官网,https://www.seer-group.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 来源索引补充,B,来源索引,https://www.seer-group.com/,unknown,2026-05-26,仙工智能/仙知机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 公司基本定位复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 核心产品与形态复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 目标场景与客户类型复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 技术路线和软件栈复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 商业化阶段复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
仙知机器人,仙知机器人 量产、交付和收入边界复核,B,官网,https://www.seer-group.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 公司库主来源,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 产品库来源,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 来源索引补充,B,来源索引,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,众擎机器人产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,EngineAI 官网产品页,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,EngineAI 官网产品页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,EngineAI 门店页,B,官网,https://en.engineai.com.cn/store.html,unknown,2026-05-26,EngineAI 门店页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,EngineAI T800 CES 报道,C,媒体,https://theaiinsider.tech/2026/01/07/engineai-robotics-technology-introduces-the-t800-humanoid-robot-at-ces-2026/,unknown,2026-05-26,EngineAI T800 CES 报道,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,EngineAI T800 产品资料,C,产品资料,https://ui44.com/robots/engineai-t800,unknown,2026-05-26,EngineAI T800 产品资料,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 公司基本定位复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 核心产品与形态复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 目标场景与客户类型复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 技术路线和软件栈复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 商业化阶段复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 量产、交付和收入边界复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 供应链和关键零部件复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 管理层合作风险复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 未来 12 个月跟踪指标复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 与同类公司横向对照复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 公司基本定位复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 核心产品与形态复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 目标场景与客户类型复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 技术路线和软件栈复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 商业化阶段复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 量产、交付和收入边界复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 供应链和关键零部件复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 管理层合作风险复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 未来 12 个月跟踪指标复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 与同类公司横向对照复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 公司基本定位复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 核心产品与形态复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
众擎机器人/EngineAI,众擎机器人/EngineAI 目标场景与客户类型复核,B,官网产品页,https://en.engineai.com.cn/about-process-sa01.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 公司库主来源,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 产品库来源,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 落地案例来源,A,案例资料,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 来源索引补充,B,来源索引,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,优必选 2025 中期报告与 Walker S 系列工业进展,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 2025 中期报告,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,优必选 2025 中期报告,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选官网,B,官网,https://www.ubtrobot.com/,unknown,2026-05-26,优必选官网,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,Walker S2 量产交付新闻,B,官方新闻稿,https://www.prnewswire.com/apac/news-releases/ubtech-humanoid-robot-walker-s2-begins-mass-production-and-delivery-with-orders-exceeding-800-million-yuan-302616942.html,unknown,2026-05-26,Walker S2 量产交付新闻,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选投资者关系,A,上市公司资料,https://www.ubtrobot.com/en/ir,unknown,2026-05-26,优必选投资者关系,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 公司基本定位复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 核心产品与形态复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 目标场景与客户类型复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 技术路线和软件栈复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 商业化阶段复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 量产、交付和收入边界复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 供应链和关键零部件复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,供应链和关键零部件复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 管理层合作风险复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,管理层合作风险复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 未来 12 个月跟踪指标复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,未来 12 个月跟踪指标复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 与同类公司横向对照复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,与同类公司横向对照复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 公司基本定位复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 核心产品与形态复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 目标场景与客户类型复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 技术路线和软件栈复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 商业化阶段复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 量产、交付和收入边界复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 供应链和关键零部件复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,供应链和关键零部件复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 管理层合作风险复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,管理层合作风险复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 未来 12 个月跟踪指标复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,未来 12 个月跟踪指标复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 与同类公司横向对照复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,与同类公司横向对照复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 公司基本定位复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选,优必选 核心产品与形态复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 公司库主来源,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 公司基本定位复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 核心产品与形态复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 目标场景与客户类型复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 技术路线和软件栈复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 商业化阶段复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 量产、交付和收入边界复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优必选教育/服务生态,优必选教育/服务生态 供应链和关键零部件复核,A,中期报告,https://owebsite-cdn.ubtrobot.com/resources/file/2025/09/16/720367161532485.pdf,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 公司库主来源,B,官网,https://en.youibot.com/home,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 来源索引补充,B,来源索引,https://en.youibot.com/home,unknown,2026-05-26,优艾智合 AMR 与巡检解决方案,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 公司基本定位复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 核心产品与形态复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 目标场景与客户类型复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 技术路线和软件栈复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 商业化阶段复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
优艾智合,优艾智合 量产、交付和收入边界复核,B,官网,https://en.youibot.com/home,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
傅利叶智能,傅利叶智能 公司库主来源,B,官方新闻稿,https://www.prnewswire.com/news-releases/fourier-unveils-the-next-generation-humanoid-robot-gr-2-302262068.html,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
傅利叶智能,傅利叶智能 产品库来源,B,官方新闻稿,https://www.prnewswire.com/news-releases/fourier-unveils-the-next-generation-humanoid-robot-gr-2-302262068.html,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
傅利叶智能,傅利叶智能 落地案例来源,B,案例资料,https://www.prnewswire.com/news-releases/fourier-unveils-the-next-generation-humanoid-robot-gr-2-302262068.html,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
傅利叶智能,GR-2 官方新闻稿,B,官方新闻稿,https://www.prnewswire.com/news-releases/fourier-unveils-the-next-generation-humanoid-robot-gr-2-302262068.html,unknown,2026-05-26,GR-2 官方新闻稿,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
