company_name,source_title,source_level,source_type,source_url,source_date,last_checked,evidence_use,confidence,notes
智元机器人,智元机器人 来源索引补充,B,来源索引,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,智元机器人量产下线与产品矩阵,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 来源索引补充,B,来源索引,https://store.agibot.com/pages/about-us,unknown,2026-05-26,智元品牌和公司介绍,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元官网首页,B,官网,https://www.zhiyuan-robot.com/,unknown,2026-05-26,智元官网首页,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人量产下线新闻,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,智元机器人量产下线新闻,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元品牌介绍,B,官网介绍,https://store.agibot.com/pages/about-us,unknown,2026-05-26,智元品牌介绍,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元 2026 新品规划报道,C,媒体,https://www.eeo.com.cn/2026/0417/841531.shtml,unknown,2026-05-26,智元 2026 新品规划报道,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元一万台下线报道,C,媒体,https://auto.gasgoo.com/news/202603/30I70451632C601.shtml,unknown,2026-05-26,智元一万台下线报道,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元 2026 战略报道,C,媒体,https://finance.sina.com.cn/jjxw/2026-04-18/doc-inhuwwya1536748.shtml,unknown,2026-05-26,智元 2026 战略报道,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 公司基本定位复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 核心产品与形态复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 目标场景与客户类型复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 技术路线和软件栈复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 商业化阶段复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 量产、交付和收入边界复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 供应链和关键零部件复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 管理层合作风险复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 未来 12 个月跟踪指标复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 与同类公司横向对照复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 公司基本定位复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 核心产品与形态复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 目标场景与客户类型复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 技术路线和软件栈复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 商业化阶段复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 量产、交付和收入边界复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 供应链和关键零部件复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
智元机器人,智元机器人 管理层合作风险复核,B,官网新闻,https://www.agibot.com.cn/article/188/detail/101.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 公司库主来源,B,官网,https://global.agilex.ai/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 来源索引补充,B,来源索引,https://global.agilex.ai/,unknown,2026-05-26,松灵机器人/AgileX,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 公司基本定位复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 核心产品与形态复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 目标场景与客户类型复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 技术路线和软件栈复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 商业化阶段复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
松灵机器人,松灵机器人 量产、交付和收入边界复核,B,官网,https://global.agilex.ai/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 公司库主来源,B,官网,https://www.geekplus.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 落地案例来源,B,案例资料,https://www.geekplus.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 来源索引补充,B,来源索引,https://www.geekplus.com/,unknown,2026-05-26,极智嘉,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 公司基本定位复核,B,官网,https://www.geekplus.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 核心产品与形态复核,B,官网,https://www.geekplus.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 目标场景与客户类型复核,B,官网,https://www.geekplus.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 技术路线和软件栈复核,B,官网,https://www.geekplus.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
极智嘉/Geekplus,极智嘉/Geekplus 商业化阶段复核,B,官网,https://www.geekplus.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 公司库主来源,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 落地案例来源,B,案例资料,https://www.mech-mind.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 来源索引补充,B,来源索引,https://www.mech-mind.com/,unknown,2026-05-26,梅卡曼德工业 3D 视觉与具身智能眼脑手平台,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 公司基本定位复核,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 核心产品与形态复核,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 目标场景与客户类型复核,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 技术路线和软件栈复核,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
梅卡曼德机器人,梅卡曼德机器人 商业化阶段复核,B,官网,https://www.mech-mind.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 公司库主来源,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 来源索引补充,B,来源索引,https://www.inovance.com/,unknown,2026-05-26,汇川技术,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 公司基本定位复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 核心产品与形态复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 目标场景与客户类型复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 技术路线和软件栈复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 商业化阶段复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
汇川技术,汇川技术 量产、交付和收入边界复核,A,官网/上市公司,https://www.inovance.com/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 公司库主来源,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 落地案例来源,B,案例资料,https://www.hikrobotics.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 来源索引补充,B,来源索引,https://www.hikrobotics.com/,unknown,2026-05-26,海康机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 公司基本定位复核,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 核心产品与形态复核,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 目标场景与客户类型复核,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 技术路线和软件栈复核,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
海康机器人,海康机器人 商业化阶段复核,B,官网,https://www.hikrobotics.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 公司库主来源,B,官网,https://www.rokae.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 来源索引补充,B,来源索引,https://www.rokae.com/,unknown,2026-05-26,珞石机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 公司基本定位复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 核心产品与形态复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 目标场景与客户类型复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 技术路线和软件栈复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 商业化阶段复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
珞石机器人,珞石机器人 量产、交付和收入边界复核,B,官网,https://www.rokae.com/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 公司库主来源,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 来源索引补充,B,来源索引,https://www.hesaitech.com/,unknown,2026-05-26,禾赛科技,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 公司基本定位复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 核心产品与形态复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 目标场景与客户类型复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 技术路线和软件栈复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 商业化阶段复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
禾赛科技,禾赛科技 量产、交付和收入边界复核,A,官网/上市公司,https://www.hesaitech.com/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 公司库主来源,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 落地案例来源,A,案例资料,https://www.ecovacs.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 来源索引补充,B,来源索引,https://www.ecovacs.com/,unknown,2026-05-26,科沃斯,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 公司基本定位复核,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 核心产品与形态复核,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 目标场景与客户类型复核,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 技术路线和软件栈复核,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
科沃斯,科沃斯 商业化阶段复核,A,官网/上市公司,https://www.ecovacs.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 公司库主来源,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 来源索引补充,B,来源索引,https://www.leaderdrive.com/,unknown,2026-05-26,绿的谐波,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 公司基本定位复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 核心产品与形态复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 目标场景与客户类型复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 技术路线和软件栈复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 商业化阶段复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
绿的谐波,绿的谐波 量产、交付和收入边界复核,A,官网/上市公司,https://www.leaderdrive.com/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 公司库主来源,B,官网,https://www.elibot.cn/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 来源索引补充,B,来源索引,https://www.elibot.cn/,unknown,2026-05-26,艾利特机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 公司基本定位复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 核心产品与形态复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 目标场景与客户类型复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 技术路线和软件栈复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 商业化阶段复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
艾利特机器人,艾利特机器人 量产、交付和收入边界复核,B,官网,https://www.elibot.cn/,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 公司库主来源,B,官网,https://www.jaka.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 落地案例来源,B,案例资料,https://www.jaka.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 来源索引补充,B,来源索引,https://www.jaka.com/,unknown,2026-05-26,节卡协作机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 公司基本定位复核,B,官网,https://www.jaka.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 核心产品与形态复核,B,官网,https://www.jaka.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 目标场景与客户类型复核,B,官网,https://www.jaka.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 技术路线和软件栈复核,B,官网,https://www.jaka.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
节卡机器人,节卡机器人 商业化阶段复核,B,官网,https://www.jaka.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 公司库主来源,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 落地案例来源,B,案例资料,https://www.dobot-robots.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 来源索引补充,B,来源索引,https://www.dobot-robots.com/,unknown,2026-05-26,越疆科技协作机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 公司基本定位复核,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 核心产品与形态复核,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 目标场景与客户类型复核,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
