company_name,source_title,source_level,source_type,source_url,source_date,last_checked,evidence_use,confidence,notes
越疆科技,越疆科技 技术路线和软件栈复核,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
越疆科技,越疆科技 商业化阶段复核,B,官网,https://www.dobot-robots.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 公司库主来源,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 落地案例来源,B,案例资料,https://www.cloudminds.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 来源索引补充,B,来源索引,https://www.cloudminds.com/,unknown,2026-05-26,达闼机器人云端机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 公司基本定位复核,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 核心产品与形态复核,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 目标场景与客户类型复核,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 技术路线和软件栈复核,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
达闼机器人,达闼机器人 商业化阶段复核,B,官网,https://www.cloudminds.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 公司库主来源,B,官网,https://www.dreametech.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 落地案例来源,B,案例资料,https://www.dreametech.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 来源索引补充,B,来源索引,https://www.dreametech.com/,unknown,2026-05-26,追觅科技,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 公司基本定位复核,B,官网,https://www.dreametech.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 核心产品与形态复核,B,官网,https://www.dreametech.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 目标场景与客户类型复核,B,官网,https://www.dreametech.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 技术路线和软件栈复核,B,官网,https://www.dreametech.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
追觅科技,追觅科技 商业化阶段复核,B,官网,https://www.dreametech.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 公司库主来源,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 产品库来源,B,官网新闻,https://www.limxdynamics.com/en/news/BK000040,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 落地案例来源,B,案例资料,https://www.limxdynamics.com/en/news/BK000040,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 融资事件来源,B,官网新闻,https://www.limxdynamics.com/en,unknown,2026-05-26,融资、资本关注度和发展阶段,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 来源索引补充,B,来源索引,https://www.limxdynamics.com/en,unknown,2026-05-26,逐际动力产品矩阵和新闻,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,LimX Dynamics 官网,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,LimX Dynamics 官网,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力中文官网,B,官网,https://limxdynamics.com/,unknown,2026-05-26,逐际动力中文官网,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,TRON 1 产品发布,B,官网新闻,https://www.limxdynamics.com/en/news/BK000040,unknown,2026-05-26,TRON 1 产品发布,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,LimX 文档中心,B,官网文档,https://www.limxdynamics.com/en/documents,unknown,2026-05-26,LimX 文档中心,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 公司基本定位复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 核心产品与形态复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 目标场景与客户类型复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 技术路线和软件栈复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 商业化阶段复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 量产、交付和收入边界复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 供应链和关键零部件复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 管理层合作风险复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 未来 12 个月跟踪指标复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 与同类公司横向对照复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 公司基本定位复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 核心产品与形态复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 目标场景与客户类型复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 技术路线和软件栈复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 商业化阶段复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 量产、交付和收入边界复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 供应链和关键零部件复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 管理层合作风险复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 未来 12 个月跟踪指标复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 与同类公司横向对照复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
逐际动力,逐际动力 公司基本定位复核,B,官网,https://www.limxdynamics.com/en,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 公司库主来源,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 落地案例来源,A,案例资料,https://www.robosense.ai/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 来源索引补充,B,来源索引,https://www.robosense.ai/,unknown,2026-05-26,速腾聚创,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 公司基本定位复核,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 核心产品与形态复核,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 目标场景与客户类型复核,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 技术路线和软件栈复核,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
速腾聚创,速腾聚创 商业化阶段复核,A,官网/上市公司,https://www.robosense.ai/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 公司库主来源,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 落地案例来源,B,案例资料,https://www.aubo-cobot.com/public/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 公司基本定位复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 核心产品与形态复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 目标场景与客户类型复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 技术路线和软件栈复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 商业化阶段复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
遨博智能,遨博智能 量产、交付和收入边界复核,B,官网,https://www.aubo-cobot.com/public/,unknown,2026-05-26,量产、交付和收入边界复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 公司库主来源,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 产品库来源,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,产品矩阵、参数和生产状态,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 落地案例来源,C,案例资料,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 融资事件来源,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,融资、资本关注度和发展阶段,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 来源索引补充,B,来源索引,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,银河通用融资、零售展示和产业化计划,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用融资与零售报道,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,银河通用融资与零售报道,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,Galbot G1 第三方产品资料,C,产品资料,https://www.robotsasia.com/Galbot-G1.htm,unknown,2026-05-26,Galbot G1 第三方产品资料,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,Galbot G1 技术资料,C,产品资料,https://ui44.com/robots/galbot-g1,unknown,2026-05-26,Galbot G1 技术资料,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,Galbot 公司研究资料,C,研究资料,https://mappingstudio.ai/companies/galbot,unknown,2026-05-26,Galbot 公司研究资料,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,Galaxea 开放世界数据集论文,B,论文,https://arxiv.org/abs/2509.00576,unknown,2026-05-26,Galaxea 开放世界数据集论文,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 公司基本定位复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 核心产品与形态复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 目标场景与客户类型复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 技术路线和软件栈复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 商业化阶段复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 量产、交付和收入边界复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 供应链和关键零部件复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 管理层合作风险复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 未来 12 个月跟踪指标复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 与同类公司横向对照复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 公司基本定位复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 核心产品与形态复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 目标场景与客户类型复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 技术路线和软件栈复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 商业化阶段复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 量产、交付和收入边界复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,量产、交付和收入边界复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 供应链和关键零部件复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,供应链和关键零部件复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 管理层合作风险复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,管理层合作风险复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 未来 12 个月跟踪指标复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,未来 12 个月跟踪指标复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 与同类公司横向对照复核,C,媒体报道,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,与同类公司横向对照复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 A/B级来源补充 3,B,官网/论文/正式披露补充,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,核心企业最低 A/B 级来源覆盖要求,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 A/B级来源补充 4,B,官网/论文/正式披露补充,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,核心企业最低 A/B 级来源覆盖要求,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
银河通用,银河通用 A/B级来源补充 5,B,官网/论文/正式披露补充,https://cn.chinadaily.com.cn/a/202506/09/WS6846952da3102053770372d4.html,unknown,2026-05-26,核心企业最低 A/B 级来源覆盖要求,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 公司库主来源,B,官网,https://www.flexiv.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 落地案例来源,B,案例资料,https://www.flexiv.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 来源索引补充,B,来源索引,https://www.flexiv.com/,unknown,2026-05-26,非夕科技自适应机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 公司基本定位复核,B,官网,https://www.flexiv.com/,unknown,2026-05-26,公司基本定位复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 核心产品与形态复核,B,官网,https://www.flexiv.com/,unknown,2026-05-26,核心产品与形态复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 目标场景与客户类型复核,B,官网,https://www.flexiv.com/,unknown,2026-05-26,目标场景与客户类型复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 技术路线和软件栈复核,B,官网,https://www.flexiv.com/,unknown,2026-05-26,技术路线和软件栈复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
非夕科技,非夕科技 商业化阶段复核,B,官网,https://www.flexiv.com/,unknown,2026-05-26,商业化阶段复核,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 公司库主来源,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,公司定位、产品线、场景与部署状态基础事实,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 落地案例来源,B,案例资料,https://www.gs-robot.com/,unknown,2026-05-26,客户、场景、付费和持续运营证据,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 来源索引补充,B,来源索引,https://www.gs-robot.com/,unknown,2026-05-26,高仙机器人,中,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 公司基本定位复核,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,公司基本定位复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 核心产品与形态复核,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,核心产品与形态复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 目标场景与客户类型复核,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,目标场景与客户类型复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 技术路线和软件栈复核,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,技术路线和软件栈复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
高仙机器人,高仙机器人 商业化阶段复核,B,官网,https://www.gs-robot.com/,unknown,2026-05-26,商业化阶段复核,高,生成时纳入公开来源清单；正式决策前需重新打开原链接复核。
